,WATER_SPECIAL,ICE_STATUS,DARK_SPECIAL,NORMAL_STATUS,STEEL_PHYSICAL,PSYCHIC_SPECIAL,GRASS_SPECIAL,FIRE_SPECIAL,ICE_SPECIAL,ELECTRIC_SPECIAL,FIGHTING_PHYSICAL,FLYING_STATUS,ROCK_PHYSICAL,WATER_PHYSICAL,POISON_PHYSICAL,PSYCHIC_PHYSICAL,PSYCHIC_STATUS,NORMAL_PHYSICAL,POISON_STATUS,GRASS_STATUS,DARK_PHYSICAL,GROUND_PHYSICAL,ROCK_STATUS,ICE_PHYSICAL,DRAGON_SPECIAL,ELECTRIC_STATUS,BUG_PHYSICAL,DARK_STATUS,GROUND_SPECIAL,FLYING_SPECIAL,GHOST_SPECIAL,FIRE_STATUS
grass_rock&flying,0.0,0.0,0.0,0.0,0.0,0.0,-9.1,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.7,36.7,-3.6,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_rock&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,251.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_psychic&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-136.9,0.0,0.0,0.0,-173.0,-99.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_psychic&fighting,-138.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.3,0.0,0.0,0.0,0.0,0.0,0.0,-170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_water&poison,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_steel&psychic,304.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.7,0.0,0.0,0.0,0.0,0.0,0.0,187.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_water&dragon,-124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel_water&dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,19.5,0.0,0.0,0.0,25.9,63.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_water&dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.6,0.0,0.0,0.0,-55.7,-119.1,-30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass_water&dragon,0.0,0.0,0.0,0.0,0.0,0.0,-137.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.8,-107.4,-94.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass_ice&ground,0.0,0.0,0.0,0.0,0.0,0.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,-3.2,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass_steel,0.0,0.0,0.0,0.0,0.0,0.0,-42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.1,46.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass_grass,0.0,0.0,0.0,0.0,0.0,0.0,114.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,10.5,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_grass&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.6,0.0,30.7,0.0,0.0,-0.8,-2.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.3,0.0,456.8,0.0,0.0,70.5,14.0,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_psychic,0.0,0.0,0.0,-40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1,85.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_bug&fighting,-92.1,-94.2,-92.7,-104.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.5,0.0,0.0,0.0,-36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ghost&dark_rock&flying,0.0,0.0,0.0,-37.5,0.0,0.0,0.0,-13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8,0.0,0.0,0.0,-33.8,-68.2
rock&flying_grass&fighting,0.0,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel_dark&ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.8,11.2,-4.3,0.0,0.0,7.2,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_ground&psychic,0.0,0.0,0.0,-7.8,0.0,0.0,0.0,-14.1,0.0,0.0,-79.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.7,-37.7,0.0,0.0,0.0,0.0,0.0,-4.5,0.0,0.0,0.0,0.0,0.0,0.0
steel_steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.9,0.0,0.0,0.0,0.0,5.5,-13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_steel,0.0,0.0,0.0,-211.4,0.0,0.0,0.0,-59.2,0.0,0.0,-79.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.3,-140.9,0.0,0.0,0.0,0.0,0.0,-71.3,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_psychic&grass,-14.4,0.0,-14.6,-14.0,0.0,0.0,0.0,-49.7,-56.1,-70.2,-111.3,0.0,0.0,-17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_ground&psychic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,-4.0,0.0,0.0,-9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_rock&flying,72.4,-49.0,-62.2,-32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,0.0,0.0,0.0,-10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_rock&dark,49.1,-34.1,4.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_rock&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.8,0.0,-47.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_psychic&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-187.8,-161.6,-128.4,-122.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.6,-64.1,288.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_water,0.0,0.0,0.0,204.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,181.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_water&dragon,0.0,0.0,0.0,26.8,0.0,0.0,0.0,-30.7,0.0,0.0,-15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,-22.9,0.0,0.0,0.0,0.0,0.0,-77.5,0.0,0.0,0.0,0.0,0.0,0.0
normal_grass,0.0,0.0,0.0,65.9,0.0,0.0,0.0,66.4,0.0,0.0,170.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.7,30.3,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0
steel_grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.3,-16.1,0.0,0.0,0.0,-3.0,-23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_grass,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,106.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_steel,-50.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,-124.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_water&poison,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,486.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel&psychic_psychic,0.0,0.0,-30.1,0.0,-178.6,-73.5,-64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8,-38.2,0.0,0.0,0.0,-196.9,0.0,0.0,0.0,0.0,-36.3,0.0,0.0,0.0,0.0,0.0
water&poison_grass&fighting,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,144.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_bug&fighting,-229.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel_bug&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-151.2,-48.2,0.0,0.0,0.0,-153.5,-84.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic_psychic&grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0
water&dragon_poison&flying,-110.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.0,-27.6,0.0,0.0,0.0,0.0,0.0,-63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_dark,217.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,69.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass_psychic,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.8,0.0,-49.1,-18.2,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass_dark&ice,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,14.8,162.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel_psychic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4,-13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_ghost&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,58.8,-2.8,347.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bug&fighting_water&dragon,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4,0.0,0.0,0.0,0.0,0.0
bug&fighting_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,170.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0
normal&flying_psychic,0.0,0.0,0.0,-144.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135.1,0.0,0.0,0.0,-64.7,0.0,0.0
bug&fighting_grass&fighting,0.0,0.0,0.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,334.2,0.0,0.0,0.0,0.0,0.0,0.0,48.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0
bug&fighting_dark&ice,0.0,0.0,0.0,-108.1,0.0,0.0,0.0,0.0,0.0,0.0,-35.8,0.0,0.0,0.0,0.0,0.0,0.0,-88.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.4,0.0,0.0,-27.7,0.0,0.0
fighting_ghost&dark,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,0.0,0.0,0.0,0.0,0.0,64.5,25.2,0.0,0.0,86.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass_dark,0.0,0.0,0.0,0.0,0.0,0.0,153.8,42.9,0.0,0.0,41.5,44.2,0.0,0.0,0.0,0.0,0.0,6.6,0.0,54.9,45.1,34.2,0.0,74.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass_poison&flying,0.0,0.0,0.0,0.0,0.0,0.0,-76.2,0.0,0.0,0.0,-3.0,-10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8,81.2,12.5,0.0,0.0,-28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_poison&flying,0.0,0.0,0.0,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.3,0.0,0.0,0.0,-19.5,0.0,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_ground&psychic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.4,0.0,0.0,0.0,-67.7,-65.1,-30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ground&psychic_psychic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.4,0.0,0.0,0.0,0.0,-45.5,0.0,0.0,0.0,0.0,0.0,-93.7,0.0,0.0,0.0
water&dragon_fire&flying,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,315.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass_fire&flying,0.0,0.0,0.0,0.0,0.0,0.0,-36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,-76.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_fire&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,0.0,78.9,200.5,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bug&fighting_bug&fighting,0.0,0.0,0.0,-13.1,0.0,0.0,0.0,0.0,0.0,0.0,100.4,0.0,0.0,0.0,0.0,0.0,0.0,-13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6,0.0,0.0,0.0,0.0,0.0
rock&dark_water&poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.6,-106.9,-174.4,-135.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.5,0.0,20.0,0.0,0.0,347.7,2.4,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_fire&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.5,0.0,-6.8,0.0,0.0,71.2,0.2,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_water&dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,53.3,0.0,0.0,-30.4,-32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_ghost&dark,0.0,0.0,0.0,157.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2,254.9,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_psychic&grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.8,0.0,0.0,0.0,-11.9,0.0,117.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,0.0,0.0,0.0,202.3,-8.3,-2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_psychic&grass,-96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,0.0,0.0,0.0,0.0,-2.7,0.0,0.0,0.0,10.4,-5.7,0.0,0.0,0.0,0.0
ice&ground_bug&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.8,0.0,0.0,0.0,-26.2,-65.1,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_normal&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.9,0.0,0.0,0.0,-67.8,-47.7,136.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass_normal&flying,-12.5,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.1,-46.5,-62.7,0.0,-5.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_water,-10.9,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,137.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_ice&ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.0,0.0,-51.6,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_ice&ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-171.4,-156.7,-189.6,-130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_fire&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.4,59.7,6.5,-35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_ice&ground,0.0,0.0,0.0,-82.6,0.0,0.0,0.0,-50.1,0.0,0.0,-105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106.4,-76.9,0.0,0.0,0.0,0.0,0.0,-117.8,0.0,0.0,0.0,0.0,0.0,0.0
psychic_grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.6,0.0,0.0,0.0,0.0,358.8,0.0,0.0,0.0,128.1,55.2,0.0,0.0,0.0,0.0
poison&flying_bug&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.9,11.5,0.0,0.0,0.0,0.0
dark_normal&flying,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,-12.0,0.0,0.0,0.0,0.0,-2.3,0.0,0.0,0.0,-3.9,0.0,0.0,0.0,0.0,0.0
fighting_rock&flying,0.0,0.0,0.0,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,100.2,0.0,0.0,-6.4,0.0,0.0,-14.5,0.0,0.0,0.0,-13.9,-9.4,0.0,0.0,0.0,0.0,-12.2,0.0,0.0,0.0,0.0,0.0
normal&flying_fire&flying,0.0,0.0,0.0,101.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.5,0.0,0.0,0.0,38.7,0.0,0.0
ghost&dark_psychic&grass,0.0,0.0,0.0,-32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,-33.8
normal_rock&dark,0.0,0.0,0.0,-69.4,0.0,0.0,0.0,-117.5,0.0,0.0,-30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98.3,-10.8,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic_rock&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,233.8,0.0,0.0,0.0,0.0,0.0
ghost&dark_rock&dark,0.0,0.0,0.0,-33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.7,-64.6
rock&flying_bug&fighting,0.0,0.0,0.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.7,277.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4,-5.0,62.7,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dark&ice_rock&dark,0.0,0.0,0.0,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-59.7,0.0,0.0,0.0,0.0,0.0,0.0,-11.5,0.0,0.0,-22.8,0.0,0.0,-7.0,0.0,0.0,0.0,-4.1,0.0,0.0,0.0,0.0
dark&ice_ice&ground,0.0,0.0,0.0,-53.1,0.0,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,-19.7,0.0,0.0,-43.4,0.0,0.0,-25.4,0.0,0.0,0.0,-55.7,0.0,0.0,0.0,0.0
ground&psychic_ice&ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,0.0,-5.1,0.0,0.0,0.0,0.0,0.0,118.7,0.0,0.0,0.0
ground&psychic_water&dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.7,0.0,0.0,0.0,0.0,-37.3,0.0,0.0,0.0,0.0,0.0,-22.7,0.0,0.0,0.0
steel_ice&ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.5,-76.6,0.0,0.0,0.0,-49.5,-59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
