,WATER_SPECIAL,ICE_STATUS,DARK_SPECIAL,NORMAL_STATUS,STEEL_PHYSICAL,PSYCHIC_SPECIAL,GRASS_SPECIAL,FIRE_SPECIAL,ICE_SPECIAL,ELECTRIC_SPECIAL,FIGHTING_PHYSICAL,FLYING_STATUS,ROCK_PHYSICAL,WATER_PHYSICAL,POISON_PHYSICAL,PSYCHIC_PHYSICAL,PSYCHIC_STATUS,NORMAL_PHYSICAL,POISON_STATUS,GRASS_STATUS,DARK_PHYSICAL,GROUND_PHYSICAL,ROCK_STATUS,ICE_PHYSICAL,DRAGON_SPECIAL,ELECTRIC_STATUS,BUG_PHYSICAL,DARK_STATUS,GROUND_SPECIAL,FLYING_SPECIAL,GHOST_SPECIAL,FIRE_STATUS
dark&ice_grass&fighting,0.0,0.0,0.0,-32.1,0.0,0.0,0.0,0.0,0.0,0.0,38.3,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,39.2,0.0,0.0,265.9,0.0,0.0,15.7,-18.1,0.0,0.0,0.0,0.0
dark&ice_ghost&dark,0.0,0.0,0.0,83.4,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,172.7,0.0,0.0,111.0,0.0,0.0,0.0,-16.4,0.0,0.0,0.0,0.0
psychic&grass_ghost&dark,0.0,0.0,163.6,0.0,0.0,0.0,131.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.4,0.0,0.0,0.0,0.0,0.0
poison&flying_ghost&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.1,0.0,0.0,0.0,0.0,0.0,162.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.4,233.8,0.0,0.0,0.0,0.0
ground&psychic_ghost&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.1,0.0,0.0,0.0,0.0,-13.8,0.0,0.0,0.0,0.0,0.0,-14.4,0.0,0.0,0.0
dark_dark&ice,0.0,0.0,-2.4,45.1,0.0,0.0,-12.6,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.1,-15.8,0.0,0.0,0.0,0.0,-21.2,0.0,0.0,0.0,75.3,0.0,0.0,0.0,0.0,0.0
dark_psychic,0.0,0.0,0.0,-113.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dark&ice_psychic,0.0,0.0,0.0,-34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.6,0.0,0.0,-21.2,0.0,0.0,-45.7,0.0,0.0,0.0,-30.2,0.0,0.0,0.0,0.0
psychic&grass_psychic,0.0,0.0,-124.0,0.0,0.0,0.0,-149.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.9,0.0,0.0,0.0,0.0,0.0
steel&psychic_steel&psychic,0.0,7.8,67.2,139.1,184.5,76.1,28.4,0.0,2.4,0.0,0.0,0.0,14.3,13.9,0.0,0.0,207.4,47.0,0.0,0.0,0.0,388.3,0.0,0.0,0.0,0.0,262.8,0.0,0.0,0.0,0.0,0.0
ground&psychic_grass&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.7,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,-7.1,0.0,17.4,0.0,0.0,0.0
dark_ghost&dark,0.0,0.0,0.0,150.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&grass_water,0.0,0.0,217.7,0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.2,0.0,0.0,0.0,0.0,0.0
psychic&grass_rock&flying,0.0,0.0,-6.3,-12.4,0.0,0.0,-32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.6,0.3,0.0,0.0,0.0,0.0,0.0,-1.6,0.0,0.0,-22.5,0.0,0.0,0.0,0.0,0.0
psychic&grass_water&poison,0.0,0.0,152.3,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.4,0.0,0.0,0.0,0.0,0.0
psychic&grass_psychic&fighting,0.0,0.0,9.3,0.0,0.0,0.0,-50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.9,0.0,0.0,0.0,0.0,0.0
ground&psychic_rock&dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.8,0.0,0.0,0.0,0.0,-20.7,0.0,0.0,0.0,0.0,0.0,28.4,0.0,0.0,0.0
poison&flying_rock&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,0.0,0.0,0.0,0.0,0.0,113.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.2,109.2,0.0,0.0,0.0,0.0
dark_psychic&fighting,0.0,0.0,0.0,-240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poison&flying_water&poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,0.0,0.0,0.0,0.0,0.0,76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.9,30.6,0.0,0.0,0.0,0.0
poison&flying_psychic&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.8,0.0,0.0,0.0,0.0,0.0,-29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.4,-35.4,0.0,0.0,0.0,0.0
dark&ice_rock&flying,0.0,0.0,0.0,-6.6,0.0,0.0,0.0,0.0,0.0,0.0,-69.9,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,-5.3,0.0,0.0,2.9,0.0,0.0,0.0,-2.6,0.0,0.0,0.0,0.0
poison&flying_ground&psychic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.9,0.0,0.0,0.0,0.0,0.0
fire&flying_fire&flying,0.0,0.0,0.0,26.8,0.0,0.0,0.0,13.2,0.0,0.0,0.0,42.3,0.0,0.0,0.0,0.0,0.0,50.4,54.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_ice&ground,0.0,0.0,0.0,5.5,0.0,0.0,0.0,30.8,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,-3.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_water&dragon,0.0,0.0,0.0,-202.7,0.0,0.0,0.0,-91.8,0.0,0.0,0.0,-147.1,0.0,0.0,0.0,0.0,0.0,0.0,-167.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_normal,0.0,0.0,0.0,133.1,0.0,0.0,0.0,173.9,0.0,0.0,0.0,144.7,0.0,0.0,0.0,0.0,0.0,123.8,171.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_grass,0.0,0.0,0.0,-4.7,0.0,0.0,0.0,314.4,0.0,0.0,0.0,-4.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_steel,0.0,0.0,0.0,28.4,0.0,0.0,0.0,153.5,0.0,0.0,0.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_psychic&grass,0.0,0.0,0.0,-53.2,0.0,0.0,-15.0,112.9,0.0,0.0,0.0,-38.8,0.0,0.0,0.0,0.0,0.0,-22.5,-53.8,-7.1,0.0,0.0,0.0,-5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_poison&flying,0.0,0.0,0.0,-66.0,0.0,0.0,0.0,-56.4,0.0,0.0,0.0,-22.2,0.0,0.0,0.0,0.0,0.0,-18.8,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_dark&ice,0.0,0.0,0.0,-20.2,0.0,0.0,0.0,54.2,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,16.4,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_dark,0.0,0.0,0.0,113.2,0.0,0.0,0.0,203.0,0.0,0.0,0.0,140.8,0.0,0.0,0.0,0.0,0.0,116.8,134.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_ground&psychic,0.0,0.0,0.0,-9.6,0.0,0.0,0.0,221.6,0.0,0.0,0.0,35.2,0.0,0.0,0.0,0.0,0.0,10.7,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ground&psychic_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.7,0.0,0.0,0.0,0.0,29.7,0.0,0.0,0.0,0.0,0.0,87.7,0.0,0.0,0.0
psychic&grass_ice&ground,0.0,0.0,185.8,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0
dark_grass,0.0,0.0,0.0,103.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.8,0.0,0.0,0.0,0.0,0.0
ground&psychic_grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,0.0,0.0
dark&ice_grass,0.0,0.0,0.0,-15.5,0.0,0.0,0.0,0.0,0.0,0.0,-16.1,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.0,0.0,-13.1,0.0,0.0,-13.6,0.0,0.0,0.0,-13.5,0.0,0.0,0.0,0.0
poison&flying_grass,0.0,0.0,0.0,72.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.8,0.0,0.0,0.0,0.0,0.0,159.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,107.6,0.0,0.0,0.0,0.0
ghost&dark_poison&flying,0.0,0.0,0.0,-131.4,0.0,0.0,0.0,0.0,0.0,0.0,-3.8,0.0,0.0,0.0,0.0,0.0,-94.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.2,0.0,0.0,0.0,-39.4,-68.1
ghost&dark_dark&ice,0.0,0.0,0.0,-26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.0,-65.5
ghost&dark_dark,0.0,0.0,0.0,16.1,0.0,0.0,0.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.1,-1.1,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.8,-79.6
psychic_dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,217.1,0.0,0.0,0.0,0.0,0.0
normal_poison&flying,0.0,0.0,0.0,-104.7,0.0,0.0,0.0,-23.7,0.0,0.0,-51.5,0.0,0.0,0.0,0.0,0.0,0.0,-48.7,-51.4,37.6,-24.6,0.0,0.0,0.0,0.0,57.6,-17.4,0.0,0.0,0.0,0.0,0.0
water_fire&flying,110.2,-12.9,4.1,-4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water_normal,47.2,12.6,41.5,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,57.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_normal,31.0,0.0,0.0,39.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_water&dragon,-51.1,0.0,0.0,-83.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.2,-68.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,-7.2,-13.8,-5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_ice&ground,0.0,0.0,0.0,237.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.7,882.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_grass,0.0,0.0,0.0,300.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.3,531.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_poison&flying,-15.2,0.0,0.0,-45.3,-8.8,0.0,0.0,0.0,0.0,0.0,-7.6,-43.0,-39.0,-20.3,0.0,0.0,0.0,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_dark,0.0,0.0,0.0,247.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.8,360.5,0.0,0.0,0.0,0.0,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_ground&psychic,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_psychic&grass,0.0,0.0,0.0,62.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1,155.1,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_psychic&grass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.5,0.0,69.6,0.0,0.0,22.2,-35.9,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_poison&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2,0.0,102.0,0.0,0.0,164.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic&fighting_dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,152.5,0.0,0.0,121.5,34.4,69.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_psychic&grass,-84.6,0.0,0.0,-73.4,0.0,0.0,0.0,0.0,0.0,0.0,-7.4,0.0,0.0,-74.6,-41.9,-3.0,0.0,-23.0,0.0,0.0,0.0,-7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&poison_poison&flying,-98.8,0.0,0.0,-87.7,-7.2,0.0,0.0,0.0,0.0,0.0,-24.8,0.0,-23.4,-100.9,-101.2,-12.4,0.0,-17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_water,193.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_normal&flying,58.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water&dragon_fighting,130.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.8,0.0,0.0,0.0,-7.5,-52.8,-29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_fighting,0.0,0.0,0.0,-45.8,0.0,0.0,0.0,-209.2,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-220.5,-87.1,0.0,0.0,0.0,0.0,-10.8,118.1,-3.1,0.0,0.0,0.0,0.0,0.0
steel_fighting,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.8,-54.1,-23.9,-0.5,-3.4,-56.4,-46.2,-6.0,-3.4,0.0,0.0,0.0,0.0,0.0,0.0
grass_fighting,-9.6,0.0,0.0,4.8,0.0,0.0,117.7,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,182.8,152.1,79.9,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass_steel&psychic,0.0,0.0,0.0,0.0,0.0,0.0,37.2,-12.0,0.0,0.0,0.0,-12.6,0.0,0.0,0.0,0.0,0.0,-71.9,0.0,112.2,23.4,42.6,0.0,-12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_bug&fighting,0.0,0.0,0.0,0.4,0.0,0.0,0.0,111.3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_fighting,0.0,0.0,0.0,41.6,0.0,0.0,0.0,202.6,0.0,0.0,0.0,55.2,0.0,0.0,0.0,0.0,0.0,0.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire&flying_normal&flying,0.0,0.0,0.0,-29.8,0.0,0.0,0.0,4.7,0.0,0.0,0.0,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel_water&poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,13.9,0.0,0.0,0.0,35.8,179.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel_normal&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.4,18.6,4.3,0.0,0.0,-44.2,4.4,-6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice&ground_water&poison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.1,0.0,0.0,0.0,-75.2,-46.1,-106.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychic_bug&fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,479.5,0.0,0.0,0.0,0.0,0.0
psychic_normal&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,-1.2,0.0,0.0,0.0,0.0
grass&fighting_rock&flying,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,264.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_psychic&fighting,0.0,0.0,0.0,-7.1,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_psychic&fighting,0.0,0.0,0.0,-273.4,0.0,0.0,0.0,-402.2,0.0,0.0,-177.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.7,-329.7,0.0,0.0,0.0,0.0,0.0,-277.2,0.0,0.0,0.0,0.0,0.0,0.0
psychic_rock&flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.4,-88.4,0.0,0.0,0.0,0.0,-67.2,-18.5,0.0,0.0,-82.8,-98.9,0.0,0.0,0.0,0.0
ghost&dark_water&poison,0.0,0.0,0.0,-8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.4,-24.3
grass&fighting_grass&fighting,0.0,0.0,0.0,51.0,0.0,0.0,0.0,25.4,0.0,0.0,300.1,0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.0,73.2,0.0,0.0,0.0,0.0,0.0,0.0,52.8,39.3,0.0,0.0,0.0,0.0
ghost&dark_grass&fighting,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,32.1
psychic_dark&ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.8,0.0,0.0,0.0,0.0,0.0,0.0,-105.0,-29.8,0.0,0.0,0.0,-91.0,0.0,0.0,0.0,-119.4,-116.5,0.0,0.0,0.0,0.0
normal_normal,0.0,0.0,0.0,106.7,0.0,0.0,0.0,118.4,0.0,0.0,481.8,0.0,0.0,0.0,0.0,0.0,0.0,128.1,92.1,477.3,0.0,0.0,0.0,0.0,0.0,153.9,0.0,0.0,0.0,0.0,0.0,0.0
normal_ghost&dark,0.0,0.0,0.0,1070.1,0.0,0.0,0.0,1285.4,0.0,0.0,1030.1,0.0,0.0,0.0,0.0,0.0,0.0,1012.6,1224.6,1177.4,0.0,0.0,0.0,0.0,0.0,1072.1,0.0,0.0,0.0,0.0,0.0,0.0
normal_psychic,0.0,0.0,0.0,-334.9,0.0,0.0,0.0,-438.2,0.0,0.0,-63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-224.0,-164.7,0.0,0.0,0.0,0.0,0.0,-63.3,0.0,0.0,0.0,0.0,0.0,0.0
psychic_steel&psychic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.5,0.0,0.0,0.0,0.0,29.7,0.0,0.0,0.0,36.2,24.1,0.0,0.0,0.0,0.0
grass&fighting_normal,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_psychic,0.0,0.0,0.0,-93.7,0.0,0.0,0.0,0.0,0.0,0.0,133.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass&fighting_ghost&dark,0.0,0.0,0.0,166.1,0.0,0.0,0.0,0.0,0.0,0.0,176.8,0.0,0.0,0.0,0.0,0.0,0.0,217.8,0.0,197.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ghost&dark_ghost&dark,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,37.5
rock&flying_normal&flying,0.0,0.0,0.0,79.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.4,397.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&flying_fighting,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,278.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rock&dark_normal&flying,-8.0,-2.0,-7.8,-32.9,-16.2,-7.8,-5.5,-28.2,-2.7,42.0,-18.0,0.0,0.0,-25.2,0.0,-15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
